"","DATE","PERIOD","R","PLANETDISCMETH","numPlanets"
"2146",2014,20.485435,0.315818,"Transit",769
"2148",2016,11.3910025,0.16,"Transit",1288
"2149",2016,33.3855938,0.229,"Transit",1288
"2150",2016,10.67607169,0.146,"Transit",1288
"2151",2014,8.594805,0.190026,"Transit",769
"2152",2016,122.8808058,0.269,"Transit",1288
"2153",2016,76.5369586,0.244,"Transit",1288
"2155",2014,21.587475,0.196271,"Transit",769
"2156",2016,24.0862707,0.247,"Transit",1288
"2157",2016,1.53818844,0.106,"Transit",1288
"2158",2016,16.1779561,0.159,"Transit",1288
"2159",2016,7.42608998,0.261,"Transit",1288
"2160",2016,5.19104016,0.259,"Transit",1288
"2162",2016,5.13248562,0.163,"Transit",1288
"2163",2016,5.63252845,0.194,"Transit",1288
"2164",2016,44.9309804,0.227,"Transit",1288
"2165",2016,76.613377,0.265,"Transit",1288
"2166",2016,1.64422461,0.079,"Transit",1288
"2167",2016,2.16457097,0.128,"Transit",1288
"2169",2011,3.504725,0.17843,"Transit",122
"2170",2016,124.828679,0.236,"Transit",1288
"2171",2008,41054,1.37,"Imaging",4
"2172",2011,1.212884,1.368,"Transit",122
"2174",2016,11.20066445,0.15,"Transit",1288
"2175",2016,27.52197994,0.232,"Transit",1288
"2176",2014,13.297004,0.0767241,"Transit",769
"2177",2016,3.14866453,0.197,"Transit",1288
"2178",2014,11.187161,0.133821,"Transit",769
"2179",2016,29.6193421,0.15,"Transit",1288
"2180",2016,17.42395198,0.275,"Transit",1288
"2182",2016,41.7083629,0.284,"Transit",1288
"2183",2016,70.6979061,0.157,"Transit",1288
"2184",2016,3.22296927,0.158,"Transit",1288
"2185",2014,4.144495,0.122223,"Transit",769
"2186",2011,17.25204,0.320884,"Transit",122
"2187",2014,27.082511,0.300651,"Transit",769
"2188",2016,21.8635301,0.25,"Transit",1288
"2189",2016,15.64591713,0.204,"Transit",1288
"2190",2016,25.30889748,0.146,"Transit",1288
"2191",2015,15.5012,0.17129,"Transit",27
"2192",2016,1.43474156,0.13,"Transit",1288
"2194",2014,7.781987,0.107057,"Transit",769
"2195",2011,289.8623,0.2125,"Transit",122
"2196",2016,81.3151059,0.22,"Transit",1288
"2197",2016,25.873148,0.24,"Transit",1288
"2198",2013,9.605085,0.0849452,"Transit",57
"2199",2016,56.4349938,0.211,"Transit",1288
"2200",2014,10.446347,0.148987,"Transit",769
"2201",2016,67.668827,0.332,"Transit",1288
"2202",2014,31.719775,0.197163,"Transit",769
"2203",2011,1.865169,0.0508067,"Transit",122
"2204",2014,49.499875,0.306004,"Transit",769
"2206",2016,10.00652995,0.335,"Transit",1288
"2208",2014,5.317429,0.178428,"Transit",769
"2209",2014,2.732756,0.100812,"Transit",769
"2211",2014,24.664551,0.441609,"Transit",769
"2212",2014,15.170318,0.200732,"Transit",769
"2213",2016,3.1739171,0.281,"Transit",1288
"2214",2016,4.51005748,0.13,"Transit",1288
"2215",2014,2.422082,0.321171,"Transit",769
"2216",2013,1.5732918,1.271,"Transit",57
"2217",2014,2.019999,0.139174,"Transit",769
"2219",2011,21.4050484,0.699706,"Transit",122
"2220",2016,13.0313945,0.269,"Transit",1288
"2221",2016,3.17060005,0.152,"Transit",1288
"2222",2014,4.715106,0.125792,"Transit",769
"2223",2016,110.2869374,0.105,"Transit",1288
"2224",2014,19.721734,0.214114,"Transit",769
"2226",2015,2.13775,1.56,"Transit",27
"2228",2014,5.084298,1.24,"Transit",769
"2229",2014,20.837846,0.107949,"Transit",769
"2231",2014,54.280749,0.156125,"Transit",769
"2232",2014,15.677563,0.108841,"Transit",769
"2233",2016,4.09513932,0.12,"Transit",1288
"2234",2016,16.54964934,0.203,"Transit",1288
"2235",2016,10.35533177,0.253,"Transit",1288
"2236",2016,22.2419092,0.122,"Transit",1288
"2237",2016,19.9157725,0.131,"Transit",1288
"2238",2014,7.05677,0.135605,"Transit",769
"2239",2014,27.666313,0.165046,"Transit",769
"2240",2016,448.303558,0.22,"Transit",1288
"2242",2010,8.15275,0.114,"Transit",66
"2243",2016,21.05358596,0.236,"Transit",1288
"2244",2014,59.980627,0.19181,"Transit",769
"2245",2014,38.285489,0.16683,"Transit",769
"2246",2016,1.52372816,0.127,"Transit",1288
"2247",2016,3.484552,0.306,"Transit",1288
"2248",2016,40.1099547,0.227,"Transit",1288
"2249",2012,3.6313,1.05,"Transit",54
"2250",2016,13.5396293,0.209,"Transit",1288
"2251",2014,11.837549,0.0794005,"Transit",769
"2252",2016,1.92279873,0.117,"Transit",1288
"2253",2016,6.77030201,0.3,"Transit",1288
"2254",2014,20.995694,0.136497,"Transit",769
"2255",2016,1.5432066,0.1,"Transit",1288
"2256",2016,36.4333452,0.193,"Transit",1288
"2257",2011,4.055259,1.27,"Transit",122
"2258",2014,16.1457,0.198037,"Transit",769
"2259",2016,25.15864,0.166,"Transit",1288
"2260",2014,4.585512,0.263181,"Transit",769
"2261",2016,0.74092842,0.112,"Transit",1288
"2262",2016,117.040498,0.261,"Transit",1288
"2264",2016,43.0342272,0.189,"Transit",1288
"2265",2014,10.043686,0.243554,"Transit",769
"2266",2014,1.897806,0.0918904,"Transit",769
"2267",2014,34.142347,0.156125,"Transit",769
"2271",2014,5.714606,0.138282,"Transit",769
"2272",2016,16.08066115,0.397,"Transit",1288
"2273",2014,5.599308,0.0909983,"Transit",769
"2274",2014,11.637071,0.202516,"Transit",769
"2275",2016,9.93143556,0.193,"Transit",1288
"2276",2016,60.92832271,0.238,"Transit",1288
"2277",2014,4.431222,0.274779,"Transit",769
"2278",2014,9.387427,0.107057,"Transit",769
"2279",2013,3.0678504,0.952,"Transit",57
"2281",2016,1.29123275,0.103,"Transit",1288
"2282",2014,18.207973,0.248907,"Transit",769
"2283",2016,3.17926292,0.108,"Transit",1288
"2285",2016,60.0855082,0.211,"Transit",1288
"2286",2010,3.52254,1.419,"Transit",66
"2287",2016,16.57110363,0.213,"Transit",1288
"2288",2014,20.678772,0.211437,"Transit",769
"2289",2016,15.87364565,0.178,"Transit",1288
"2290",2016,51.1309704,0.211,"Transit",1288
"2291",2014,8.410894,0.123115,"Transit",769
"2293",2014,33.040532,0.201624,"Transit",769
"2294",2016,14.37457351,0.173,"Transit",1288
"2297",2016,3.70428172,0.12,"Transit",1288
"2298",2016,6.73972381,0.111,"Transit",1288
"2299",2016,49.6221509,0.267,"Transit",1288
"2300",2016,15.9314739,0.179,"Transit",1288
"2301",2016,11.51516988,0.263,"Transit",1288
"2302",2014,8.103636,0.185565,"Transit",769
"2303",2010,4.627669,1.15,"Transit",66
"2304",2016,7.03932553,0.415,"Transit",1288
"2305",2014,8.77501,0.153448,"Transit",769
"2306",2016,5.49548621,0.084,"Transit",1288
"2307",2014,13.751243,0.156125,"Transit",769
"2308",2016,2.94194094,0.112,"Transit",1288
"2309",2014,4.180043,0.321171,"Transit",769
"2310",2014,2.576549,0.142742,"Transit",769
"2311",2016,8.35390639,0.241,"Transit",1288
"2312",2016,18.93054959,0.192,"Transit",1288
"2313",2016,6.40087618,0.116,"Transit",1288
