"","DATE","PERIOD","R","PLANETDISCMETH","numPlanets"
"762",2016,10.41725184,0.127,"Transit",1288
"763",2014,4.761702,0.255152,"Transit",769
"764",2016,184.256405,0.203,"Transit",1288
"765",2016,8.57503552,0.367,"Transit",1288
"766",2016,1.6168837,0.178,"Transit",1288
"767",2014,4.302149,0.177536,"Transit",769
"769",2014,25.745718,0.138282,"Transit",769
"770",2014,8.005777,0.21679,"Transit",769
"771",2016,6.52121067,0.299,"Transit",1288
"772",2016,196.435224,0.185,"Transit",1288
"773",2014,14.589347,0.200732,"Transit",769
"774",2016,52.0688601,0.206,"Transit",1288
"775",2016,21.41616926,0.189,"Transit",1288
"776",2011,3.577469,1.16,"Transit",122
"777",2014,9.848183,0.178428,"Transit",769
"779",2014,18.643577,0.175752,"Transit",769
"780",2014,4.337234,0.148987,"Transit",769
"782",2016,11.11990653,0.185,"Transit",1288
"783",2016,14.88801098,0.161,"Transit",1288
"784",2014,21.347262,0.201624,"Transit",769
"785",2016,61.6178167,0.326,"Transit",1288
"786",2012,4.457243,1.73,"Transit",54
"788",2016,8.02511821,0.637,"Transit",1288
"789",2014,87.090195,0.230172,"Transit",769
"790",2014,11.008151,0.190026,"Transit",769
"792",2014,15.660544,0.232849,"Transit",769
"793",2016,80.8720639,0.534,"Transit",1288
"794",2016,214.886545,0.229,"Transit",1288
"795",2016,6.49168426,0.822,"Transit",1288
"796",2016,214.3114164,0.852,"Transit",1288
"797",2016,29.6091744,0.103,"Transit",1288
"798",2014,2.461069,0.0740476,"Transit",769
"799",2014,5.996553,0.284593,"Transit",769
"800",2016,3.85560355,1.238,"Transit",1288
"801",2016,0.93511806,0.082,"Transit",1288
"802",2014,8.472382,0.21679,"Transit",769
"803",2016,5.3227406,0.147,"Transit",1288
"804",2014,7.518496,0.174859,"Transit",769
"805",2016,39.859484,0.112,"Transit",1288
"806",2016,160.8846509,0.755,"Transit",1288
"807",2014,12.691112,0.163262,"Transit",769
"809",2016,25.2034787,0.211,"Transit",1288
"810",2016,16.3583055,0.168,"Transit",1288
"812",2016,22.36656079,0.258,"Transit",1288
"813",2016,5.34264507,0.205,"Transit",1288
"814",2014,8.307872,0.181104,"Transit",769
"815",2016,9.61375356,0.27,"Transit",1288
"816",2012,9.3761368,0.248685,"Transit",54
"817",2016,15.59461874,0.259,"Transit",1288
"818",2016,31.7785901,0.148,"Transit",1288
"820",2016,0.63400294,0.136,"Transit",1288
"821",2014,25.563222,0.314926,"Transit",769
"822",2016,1.510848,0.101541,"Transit",1288
"823",2016,15.18725932,0.204,"Transit",1288
"824",2016,2.71603809,0.095,"Transit",1288
"825",2016,4.41745855,0.259,"Transit",1288
"826",2014,77.095691,0.357748,"Transit",769
"827",2014,2.403679,0.0972433,"Transit",769
"832",2016,0.92990668,0.136,"Transit",1288
"834",2016,3.9324613,0.142,"Transit",1288
"835",2014,13.817124,0.133821,"Transit",769
"837",2011,3.024095,1.2,"Transit",122
"839",2014,13.930698,0.106165,"Transit",769
"840",2014,10.08881,0.413953,"Transit",769
"841",2016,8.45808312,0.211,"Transit",1288
"842",2016,81.73780699,0.202,"Transit",1288
"843",2014,7.8457,1.193,"Transit",769
"844",2009,4.3530135,1.407,"Transit",18
"845",2016,2.53918318,0.176,"Transit",1288
"846",2012,12.883,0.215,"Transit",54
"847",2016,4.85386933,0.155,"Transit",1288
"848",2016,34.18890521,0.282,"Transit",1288
"850",2014,40.101371,0.262289,"Transit",769
"851",2011,5.508023,0.995,"Transit",122
"852",2016,38.3774623,0.223,"Transit",1288
"853",2014,6.475434,0.164154,"Transit",769
"854",2016,5.11177904,0.272,"Transit",1288
"855",2016,9.59070716,0.19,"Transit",1288
"856",2014,4.62332,0.0758319,"Transit",769
"858",2011,0.813475,0.93,"Transit",122
"859",2016,26.548955,0.095,"Transit",1288
"860",2014,43.595792,0.30422,"Transit",769
"861",2011,21.0874,1.22,"Transit",122
"862",2016,100.8274113,0.339,"Transit",1288
"864",2016,5.45298175,0.071,"Transit",1288
"865",2016,19.67416124,0.148,"Transit",1288
"866",2016,5.60014851,0.135,"Transit",1288
"867",2016,5.50860439,0.115,"Transit",1288
"868",2016,3.97076766,0.125,"Transit",1288
"869",2016,53.44945593,0.572,"Transit",1288
"870",2016,5.15448442,0.226,"Transit",1288
"871",2014,9.360672,0.144527,"Transit",769
"872",2014,3.701212,0.157909,"Transit",769
"873",2014,4.954,1.7,"Transit",769
"874",2011,10.3376,0.320884,"Transit",122
"875",2016,11.30119217,0.175,"Transit",1288
"876",2016,1.97034246,0.132,"Transit",1288
"877",2011,8.14561,0.213923,"Transit",122
"878",2016,13.14497566,0.14,"Transit",1288
"879",2014,4.646186,0.135605,"Transit",769
"880",2016,1.26025909,0.278,"Transit",1288
"881",2012,9.77,0.252,"Transit",54
"882",2016,18.92540274,0.205,"Transit",1288
"883",2016,17.27629612,0.689,"Transit",1288
"885",2016,85.7350285,0.272,"Transit",1288
"886",2016,22.9221266,0.128,"Transit",1288
"887",2016,38.5053398,0.227,"Transit",1288
"888",2016,18.2206421,0.185,"Transit",1288
"889",2008,4.2568,1.01,"Transit",14
"890",2014,12.509529,0.124008,"Transit",769
"891",2016,17.4211749,0.287,"Transit",1288
"892",2016,2.36436901,0.073,"Transit",1288
"893",2014,100.283134,0.223035,"Transit",769
"894",2016,14.0329154,0.118,"Transit",1288
"895",2012,4.640382,0.825,"Transit",54
"896",2016,11.17931605,0.12,"Transit",1288
"897",2011,14.85888,0.622714,"Transit",122
"898",2016,34.3511874,0.247,"Transit",1288
"899",2014,3.930821,0.106165,"Transit",769
"900",2016,56.6449279,0.188,"Transit",1288
"902",2014,18.010199,0.138282,"Transit",769
"903",2014,2.566546,0.136497,"Transit",769
"905",2014,2.58664,0.132037,"Transit",769
"906",2013,3.4252602,1.2,"Transit",57
"907",2016,86.828989,0.125,"Transit",1288
"908",2016,8.51203588,0.188,"Transit",1288
"909",2014,15.771044,0.262289,"Transit",769
"910",2016,130.3546919,0.682,"Transit",1288
"911",2014,12.125934,0.12936,"Transit",769
"912",2016,14.7967458,0.087,"Transit",1288
"914",2014,9.825792,0.230172,"Transit",769
"915",2016,3.83309118,0.157,"Transit",1288
"918",2014,44.840975,0.202516,"Transit",769
"919",2016,240.7989397,0.63,"Transit",1288
"920",2014,3.783986,0.145419,"Transit",769
"921",2014,8.115317,0.249799,"Transit",769
"922",2016,15.6049212,0.136,"Transit",1288
"923",2016,26.0204423,0.285,"Transit",1288
"924",2016,14.5564533,0.139,"Transit",1288
"926",2016,4.49876092,0.214,"Transit",1288
"927",2013,282.5255,0.902041,"Transit",57
"928",2016,1.9078052,0.079,"Transit",1288
"929",2011,1.9000693,1.31,"Transit",122
"930",2016,4.58352176,0.732,"Transit",1288
"931",2016,30.8609366,0.083,"Transit",1288
"932",2014,11.32972,0.128468,"Transit",769
"934",2016,4.89718784,0.114,"Transit",1288
"935",2016,5.14438011,0.128,"Transit",1288
"936",2014,3.132924,0.124008,"Transit",769
"937",2016,62.8691611,0.121,"Transit",1288
"938",2016,4.34728553,0.168,"Transit",1288
"939",2016,8.09219642,0.102,"Transit",1288
"940",2014,2.75564,0.134713,"Transit",769
"941",2010,147.6606,0.164155,"Transit",66
"942",2016,3.72215641,0.253,"Transit",1288
"944",2013,210.60697,0.723,"Transit",57
"945",2009,1.58040482,0.2389,"Transit",18
"946",2016,4.51436633,0.167,"Transit",1288
"947",2016,35.622233,0.299,"Transit",1288
"948",2014,83.446393,0.301543,"Transit",769
"949",2014,11.448708,0.103488,"Transit",769
"950",2014,17.028937,0.234633,"Transit",769
"951",2016,8.3839865,0.081,"Transit",1288
"952",2016,22.12679948,0.149,"Transit",1288
"953",2016,12.91375431,0.296,"Transit",1288
"955",2012,3.652836,1.19,"Transit",54
"956",2014,42.473269,0.177536,"Transit",769
"958",2016,6.30560247,0.101,"Transit",1288
"959",2016,0.76486493,0.093,"Transit",1288
"960",2016,1.87788275,0.079,"Transit",1288
"961",2016,24.3347127,0.212,"Transit",1288
"962",2016,37.3331536,0.145,"Transit",1288
"963",2014,3.128992,1.426,"Transit",769
"964",2014,14.425281,0.0856455,"Transit",769
"965",2014,8.01041,0.151664,"Transit",769
"966",2016,33.8678531,0.209,"Transit",1288
"967",2014,43.130617,0.222143,"Transit",769
"968",2016,6.57531678,0.48,"Transit",1288
"970",2014,20.026218,0.177536,"Transit",769
"971",2016,58.3620495,0.621,"Transit",1288
"973",2016,24.99324193,0.201,"Transit",1288
"974",2016,0.57103852,0.12,"Transit",1288
"975",2010,38.90861,0.823,"Transit",66
"977",2014,15.31299,0.198947,"Transit",769
"978",2016,13.73469807,0.194,"Transit",1288
"979",2014,6.766888,0.107949,"Transit",769
"982",2011,42.6318,0.374365,"Transit",122
"983",2012,26.444,0.357,"Transit",54
"984",2016,22.18329658,0.249,"Transit",1288
"985",2016,2.76122421,0.1,"Transit",1288
"986",2014,7.240193,0.209653,"Transit",769
"987",2016,30.4549136,0.188,"Transit",1288
"988",2014,25.216751,0.113302,"Transit",769
"989",2016,6.5100253,0.203,"Transit",1288
"990",2016,6.99692655,0.374,"Transit",1288
"992",2016,13.5225106,0.189,"Transit",1288
"994",2016,94.2887577,0.204,"Transit",1288
"995",2016,142.544247,0.243,"Transit",1288
"996",2014,13.060022,0.0704791,"Transit",769
"997",2011,59.87756,0.191639,"Transit",122
"998",2016,54.6495759,0.207,"Transit",1288
"999",2016,50.28638192,0.338,"Transit",1288
"1002",2012,7.053,0.241,"Transit",54
"1003",2016,65.6488341,0.341,"Transit",1288
"1004",2016,6.24146367,0.136,"Transit",1288
"1005",2016,3.54553021,0.103,"Transit",1288
"1006",2014,10.937304,0.200732,"Transit",769
"1007",2016,168.811174,0.159,"Transit",1288
"1008",2011,3.24674,1.24,"Transit",122
"1010",2014,2.580827,0.117763,"Transit",769
"1011",2014,11.094286,0.360425,"Transit",769
"1012",2016,120.0181272,0.425,"Transit",1288
"1013",2014,3.25427,0.143635,"Transit",769
"1014",2014,36.277108,0.270319,"Transit",769
"1015",2016,5.69919514,0.11,"Transit",1288
"1016",2016,4.02582254,0.146,"Transit",1288
"1017",2016,1.34059747,0.109,"Transit",1288
"1019",2016,0.88184115,0.116,"Transit",1288
"1020",2014,23.668205,0.27924,"Transit",769
"1021",2014,16.568087,0.238201,"Transit",769
"1022",2016,12.43931193,0.114,"Transit",1288
"1023",2014,51.078775,0.320278,"Transit",769
"1024",2016,9.4060467,0.119,"Transit",1288
"1025",2016,5.79180156,0.15,"Transit",1288
"1026",2016,28.625653,0.222,"Transit",1288
"1027",2016,4.77468005,0.071,"Transit",1288
"1029",2014,3.281959,0.130252,"Transit",769
"1031",2016,425.47785,0.288,"Transit",1288
"1032",2016,16.92344113,0.324,"Transit",1288
"1033",2016,21.30022655,0.309,"Transit",1288
"1035",2005,2.8758911,0.654,"RV",28
"1036",2014,3.8867907,0.0953739,"Transit",769
"1037",2014,22.714613,0.319386,"Transit",769
"1039",2016,5.35016198,0.239,"Transit",1288
"1040",2016,4.8663815,0.103,"Transit",1288
"1041",2014,55.188023,0.224819,"Transit",769
"1042",2014,67.831024,0.231064,"Transit",769
"1043",2012,1.3371182,1.144,"Transit",54
"1044",2016,12.27065865,0.144,"Transit",1288
"1045",2014,19.254196,0.273887,"Transit",769
"1046",2014,7.650254,0.202516,"Transit",769
"1047",2016,24.4973698,0.237,"Transit",1288
"1049",2016,34.8538276,0.261,"Transit",1288
"1050",2014,2.691548,1.413,"Transit",769
"1051",2016,9.07097734,0.269,"Transit",1288
"1052",2016,92.263714,0.193,"Transit",1288
"1053",2014,53.578637,0.107057,"Transit",769
"1054",2014,14.970418,0.225711,"Transit",769
"1055",2016,8.07392849,0.13,"Transit",1288
"1056",2014,7.381998,0.3292,"Transit",769
"1057",2013,114.73635,1.21,"Timing",4
"1058",2016,26.39435646,0.275,"Transit",1288
"1059",2016,3.75083228,0.413,"Transit",1288
"1060",2008,2.204737,1.363,"Transit",14
"1061",2014,6.827766,0.103488,"Transit",769
"1065",2014,26.234138,0.174859,"Transit",769
"1066",2016,4.29264638,0.07,"Transit",1288
"1067",2016,11.95398936,0.196,"Transit",1288
"1068",2016,0.56785714,0.135,"Transit",1288
"1069",2011,6.87188,1.09,"Transit",122
"1070",2014,3.8681382,1.057,"Transit",769
"1071",2014,157.072878,0.301543,"Transit",769
"1072",2016,15.0447198,0.103,"Transit",1288
"1073",2016,3.99010623,0.806,"Transit",1288
"1075",2011,13.2907,0.25849,"Transit",122
"1076",2016,2.35895152,0.077,"Transit",1288
"1077",2010,4.5458841,0.0453,"Transit",66
"1079",2016,46.4063358,0.242,"Transit",1288
"1080",2016,17.58752333,0.322,"Transit",1288
"1081",2009,3.361006,1.224,"Transit",18
"1083",2016,24.4002549,0.215,"Transit",1288
"1084",2016,184.771853,0.22,"Transit",1288
"1085",2014,13.137471,0.157909,"Transit",769
"1086",2014,6.195469,0.107949,"Transit",769
"1090",2014,20.739886,0.169507,"Transit",769
"1091",2014,10.05537,0.0767241,"Transit",769
"1092",2014,7.416397,0.1249,"Transit",769
"1093",2014,2.735926,0.146311,"Transit",769
"1094",2016,77.2548396,0.293,"Transit",1288
"1095",2014,5.433074,0.127576,"Transit",769
"1096",2014,1.7554137,1.137,"Transit",769
"1097",2015,4.971252,1.04,"Transit",27
"1098",2016,4.27103091,0.108,"Transit",1288
"1099",2016,9.98969327,0.215,"Transit",1288
"1100",2014,56.47542,0.301543,"Transit",769
"1101",2014,4.977656,0.126684,"Transit",769
"1102",2014,30.950851,0.0990276,"Transit",769
"1103",2011,16.3850021,0.164007,"Transit",122
"1104",2016,62.8916228,0.21,"Transit",1288
"1105",2016,6.49441289,0.12,"Transit",1288
"1106",2016,91.080482,0.274,"Transit",1288
"1107",2013,5.75251,1.1,"Transit",57
"1109",2016,10.03538581,0.456,"Transit",1288
"1110",2007,2.788491,1.254,"Transit",10
"1111",2016,25.3842686,0.201,"Transit",1288
"1112",2014,4.164389,0.211437,"Transit",769
"1113",2014,11.38848,0.213222,"Transit",769
"1114",2016,3.00725242,0.17,"Transit",1288
"1115",2016,2.75235975,0.252,"Transit",1288
"1117",2014,4.125103,0.0820769,"Transit",769
"1118",2016,29.00790538,0.211,"Transit",1288
"1119",2016,2.81650485,1.176,"Transit",1288
"1120",2016,1.47532231,0.107,"Transit",1288
"1121",2016,17.1369543,0.186,"Transit",1288
"1122",2010,12.8747099,1.13,"Transit",66
"1123",2016,4.13827595,0.092,"Transit",1288
"1124",2011,228.776,0.7538,"Transit",122
"1125",2011,22.7802,0.240663,"Transit",122
"1126",2013,15.5741568,0.254925,"Transit",57
"1127",2016,12.1097104,0.221,"Transit",1288
"1128",2016,42.1917357,0.182,"Transit",1288
"1129",2016,5.71668872,0.169,"Transit",1288
"1130",2006,1.21986983,1.497,"Transit",3
"1133",2004,3.030065,1.067,"Transit",4
"1135",2016,3.74910006,0.128,"Transit",1288
"1136",2011,122.3874,0.143507,"Transit",122
"1137",2014,6.312501,0.19181,"Transit",769
"1139",2016,2.44357812,0.071,"Transit",1288
"1140",2016,14.30511983,0.281,"Transit",1288
"1141",2010,13.2406,0.97,"Transit",66
"1142",2016,28.8432647,0.211,"Transit",1288
"1144",2014,5.914323,0.118655,"Transit",769
"1145",2014,24.310856,0.208761,"Transit",769
"1146",2012,4.411953,1.39,"Transit",54
"1147",2016,8.30864937,0.207,"Transit",1288
"1148",2016,32.657212,0.263,"Transit",1288
"1149",2016,6.76284377,0.091,"Transit",1288
"1150",2014,40.714955,0.200732,"Transit",769
"1151",2016,4.83817712,0.133,"Transit",1288
"1153",2014,33.653079,0.322063,"Transit",769
"1154",2016,16.21775407,0.252,"Transit",1288
"1155",2016,6.03356196,0.296,"Transit",1288
"1156",2016,30.99660733,0.197,"Transit",1288
"1158",2011,6.2385,0.24177,"Transit",122
"1160",2014,7.406097,0.122223,"Transit",769
"1161",2014,3.546511,0.192702,"Transit",769
"1163",2016,2.52559332,0.237,"Transit",1288
"1164",2016,25.96200249,0.303,"Transit",1288
"1165",2016,6.2171292,0.118,"Transit",1288
"1166",2016,124.5244647,0.237,"Transit",1288
"1167",2014,34.21154,0.105273,"Transit",769
"1169",2009,3.722465,0.91,"Transit",18
"1172",2014,21.2234,0.248907,"Transit",769
"1174",2016,4.28095859,0.24,"Transit",1288
"1175",2016,4.55139967,0.102,"Transit",1288
"1177",2016,3.0091324,0.114,"Transit",1288
"1179",2016,220.1303357,0.492,"Transit",1288
"1181",2016,18.47764449,0.153,"Transit",1288
"1182",2013,12.4417,0.0481326,"Transit",57
"1183",2014,67.968015,0.158801,"Transit",769
"1184",2016,13.93290318,0.131,"Transit",1288
"1185",2016,9.46781405,0.194,"Transit",1288
"1186",2016,3.31494634,0.294,"Transit",1288
"1188",2014,9.488015,0.277456,"Transit",769
"1189",2011,13.17562,0.28523,"Transit",122
"1190",2016,66.5579057,0.167,"Transit",1288
"1191",2016,13.9093583,0.126,"Transit",1288
"1192",2016,52.6298417,0.198,"Transit",1288
"1193",2014,10.300682,0.208761,"Transit",769
"1194",2016,18.202,0.103454,"Transit",1288
"1197",2011,1.51214,1.09,"Transit",122
"1198",2016,5.10115756,0.068,"Transit",1288
"1199",2016,127.8338098,0.543,"Transit",1288
"1200",2016,22.20813214,0.284,"Transit",1288
"1201",2016,2.36172433,0.146,"Transit",1288
"1202",2014,25.751974,0.223927,"Transit",769
"1203",2014,31.781925,0.2043,"Transit",769
"1204",2016,7.1396941,0.184,"Transit",1288
"1205",2014,3.072186,0.155232,"Transit",769
"1206",2014,5.931194,0.186457,"Transit",769
"1207",2014,39.459357,0.222143,"Transit",769
"1208",2016,16.00494214,0.317,"Transit",1288
"1209",2008,9.20205,1.19,"Transit",14
"1210",2016,151.86392,0.294,"Transit",1288
"1211",2011,4.008778,1.132,"Transit",122
"1212",2016,3.60147201,0.261,"Transit",1288
"1213",2016,31.5922646,0.141,"Transit",1288
"1214",2016,8.1818246,0.164,"Transit",1288
"1216",2016,1.06378867,0.114,"Transit",1288
"1217",2016,14.4541302,0.084,"Transit",1288
"1219",2011,12.3318,0.249577,"Transit",122
"1220",2012,303.158,0.419091,"Transit",54
"1222",2014,31.517586,0.253368,"Transit",769
"1223",2016,11.04603384,0.201,"Transit",1288
"1224",2015,9.1205,0.231,"Transit",27
"1225",2016,61.0370117,0.274,"Transit",1288
"1226",2016,17.76080053,0.185,"Transit",1288
"1227",2011,41.02902,0.39754,"Transit",122
"1228",2014,5.968734,0.305112,"Transit",769
"1229",2016,40.4287755,0.322,"Transit",1288
"1230",2016,6.91134416,0.152,"Transit",1288
"1231",2014,4.901425,0.161477,"Transit",769
"1232",2014,27.434389,0.231956,"Transit",769
"1233",2014,6.48163,0.211437,"Transit",769
"1234",2016,7.33683936,0.146,"Transit",1288
"1235",2016,6.10485286,0.318,"Transit",1288
"1236",2014,96.101141,0.336337,"Transit",769
"1237",2016,16.56059504,0.228,"Transit",1288
"1238",2016,10.21420496,0.212,"Transit",1288
"1239",2013,124.9144,0.26,"Transit",57
"1240",2016,11.08507637,0.207,"Transit",1288
"1241",2016,4.14787559,0.172,"Transit",1288
"1242",2016,2.10472218,0.249,"Transit",1288
"1243",2016,1.02267882,0.121,"Transit",1288
"1245",2014,7.930592,0.285485,"Transit",769
"1246",2012,16.23855,0.327926,"Transit",54
"1247",2014,20.477912,0.351503,"Transit",769
"1248",2014,11.5789,0.182889,"Transit",769
"1249",2007,2.615857,0.983,"Transit",10
"1250",2016,20.38177573,0.276,"Transit",1288
"1251",2014,16.738661,0.24177,"Transit",769
"1252",2014,12.794585,0.136497,"Transit",769
"1253",2014,9.182417,0.115086,"Transit",769
"1254",2014,16.23844,0.238201,"Transit",769
"1255",2011,22.6845,0.2781,"Transit",122
"1256",2016,8.74199772,0.148,"Transit",1288
"1257",2016,2.66831376,0.136,"Transit",1288
"1260",2016,18.7546998,0.18,"Transit",1288
"1261",2014,6.16486,0.073149,"Transit",769
"1262",2016,1.31184443,0.136,"Transit",1288
"1263",2016,7.25696522,0.294,"Transit",1288
"1264",2012,4.37808,1.43,"Transit",54
"1265",2011,29.334,0.347625,"Transit",122
"1266",2016,11.36112327,0.244,"Transit",1288
"1267",2014,28.7798,0.190026,"Transit",769
"1268",2016,11.79162572,0.172,"Transit",1288
"1270",2014,2.936532,0.133821,"Transit",769
"1271",2016,8.31378306,0.23,"Transit",1288
"1272",2016,2.27163926,0.115,"Transit",1288
"1273",2014,3.553822,0.145419,"Transit",769
"1274",2014,4.224537,0.123115,"Transit",769
"1275",2014,6.87745,0.190026,"Transit",769
"1276",2010,2.77596,1.289,"Transit",66
"1277",2007,3.553945,1.783,"Transit",10
"1278",2014,19.271566,0.172183,"Transit",769
"1280",2014,10.687576,0.210545,"Transit",769
"1282",2013,7.1316185,0.203227,"Transit",57
"1283",2016,2.85234897,0.114,"Transit",1288
"1284",2016,4.16055856,0.07,"Transit",1288
"1285",2014,15.228958,0.272995,"Transit",769
"1286",2014,14.496481,0.178428,"Transit",769
"1287",2014,32.625555,0.380052,"Transit",769
"1289",2016,8.98101683,0.272,"Transit",1288
"1290",2016,4.24261881,0.103,"Transit",1288
"1291",2016,3.55485691,0.159,"Transit",1288
"1292",2016,2.49577962,1.523,"Transit",1288
"1293",2014,57.24809,0.284593,"Transit",769
"1294",2016,15.95994513,0.2,"Transit",1288
"1295",2014,11.189562,0.165046,"Transit",769
"1296",2014,5.262155,0.117763,"Transit",769
"1297",2016,6.9913086,0.186,"Transit",1288
"1299",2014,16.087845,0.201624,"Transit",769
"1300",2014,26.695074,0.132037,"Transit",769
"1302",2016,45.0904643,0.164,"Transit",1288
"1303",2011,17.9801235,0.180443,"Transit",122
"1304",2016,3.00387658,1.35,"Transit",1288
"1305",2013,7.008151,0.117,"Transit",57
"1306",2016,4.30655689,0.235,"Transit",1288
"1307",2014,13.19722,0.362209,"Transit",769
"1308",2016,13.6473676,0.082,"Transit",1288
"1309",2014,105.356383,0.223927,"Transit",769
"1310",2016,56.6747285,0.259,"Transit",1288
"1311",2014,127.282184,1.11071,"Transit",769
"1312",2016,82.294751,0.158,"Transit",1288
"1314",2016,51.07926307,0.254,"Transit",1288
"1315",2016,7.27503724,0.459,"Transit",1288
"1316",2010,5.148921,0.123,"Transit",66
"1317",2010,3.21346,0.357,"Transit",66
"1318",2016,20.2641684,0.164,"Transit",1288
"1319",2016,3.98953967,0.11,"Transit",1288
"1322",2016,39.30941904,0.269,"Transit",1288
"1323",2016,1.84788917,0.154,"Transit",1288
"1324",2016,41.805985,0.203,"Transit",1288
"1325",2016,0.91614077,0.058,"Transit",1288
"1326",2016,12.8345022,0.178,"Transit",1288
"1327",2016,26.85328322,0.234,"Transit",1288
"1328",2011,9.4909,0.208761,"RV",62
"1329",2014,10.381227,0.194487,"Transit",769
"1330",2016,1.28707676,0.145,"Transit",1288
"1331",2011,5.7293196,0.195205,"Transit",122
"1332",2014,11.903515,0.228388,"Transit",769
"1333",2016,41.74600392,0.222,"Transit",1288
"1334",2016,25.69578251,0.227,"Transit",1288
"1335",2014,1.678327,0.127576,"Transit",769
"1336",2016,1.75583533,0.154,"Transit",1288
"1337",2010,5.33408384,1.45,"Transit",66
"1338",2016,2.88676265,0.12,"Transit",1288
"1339",2014,27.014976,0.183781,"Transit",769
"1341",2016,11.47685909,0.137,"Transit",1288
"1342",2010,3.21751883,1.09,"Transit",66
"1343",2014,62.784697,0.2043,"Transit",769
"1344",2015,4.8996285,1.462,"Transit",27
"1346",2014,265.469335,0.370238,"Transit",769
"1347",2012,9.522,0.254,"Transit",54
"1348",2014,6.40013,0.178428,"Transit",769
"1351",2016,14.00640607,0.275,"Transit",1288
"1352",2016,3.93276465,0.134,"Transit",1288
"1353",2014,2.156729,1.02,"Transit",769
"1354",2016,16.4735686,0.154,"Transit",1288
"1355",2016,13.28535633,0.253,"Transit",1288
"1356",2014,3.57532,1.007,"Transit",769
"1357",2016,23.5540725,0.152,"Transit",1288
"1358",2016,2.34451194,0.073,"Transit",1288
"1359",2014,7.186434,0.187349,"Transit",769
"1360",2016,20.54981883,0.343,"Transit",1288
"1361",2014,13.060855,0.121331,"Transit",769
"1362",2016,1.6829346,0.088,"Transit",1288
"1363",2016,1.25275217,0.147,"Transit",1288
"1364",2014,5.629021,0.0883219,"Transit",769
"1365",2014,13.193242,0.239986,"Transit",769
"1366",2014,44.552169,0.196271,"Transit",769
"1367",2016,40.0686727,0.352,"Transit",1288
"1368",2016,105.3033148,0.291,"Transit",1288
"1369",2016,1.98035766,0.166,"Transit",1288
"1371",2016,0.93488424,0.13,"Transit",1288
"1372",2016,14.36267939,0.269,"Transit",1288
"1374",2016,3.12686223,0.204,"Transit",1288
"1375",2012,2.7817387,1.115,"Transit",54
"1376",2014,6.097326,0.148987,"Transit",769
"1377",2013,21.301886,0.066,"Transit",57
"1378",2016,5.42474928,0.456,"Transit",1288
"1379",2011,27.9481449,0.216597,"Transit",122
"1380",2016,82.304003,0.19,"Transit",1288
"1382",2016,2.03231845,0.112,"Transit",1288
"1383",2008,164253,1.2,"Imaging",4
"1384",2016,11.0895723,0.283,"Transit",1288
"1385",2016,0.7698536,0.079,"Transit",1288
"1387",2014,2.971353,0.127576,"Transit",769
"1388",2014,10.065275,0.15434,"Transit",769
"1389",2016,34.43587975,0.24,"Transit",1288
"1390",2016,35.61760587,0.47,"Transit",1288
"1391",2016,51.92927591,0.502,"Transit",1288
"1392",2016,14.08827448,0.3,"Transit",1288
"1395",2014,5.535309,0.121331,"Transit",769
"1396",2016,10.8118737,0.131,"Transit",1288
"1397",2014,56.633742,0.238201,"Transit",769
"1399",2010,4.871229,0.229,"Transit",66
"1400",2016,23.12748644,0.127,"Transit",1288
"1402",2016,4.15244722,0.125,"Transit",1288
"1404",2016,9.97683705,0.237,"Transit",1288
"1406",2011,2.785755,0.1459,"Transit",122
"1407",2014,16.332995,0.110625,"Transit",769
"1408",2014,3.614568,0.103488,"Transit",769
"1409",2016,2.41435165,0.087,"Transit",1288
"1410",2014,6.738088,0.0731555,"Transit",769
"1411",2015,5.20851,0.955,"Transit",27
"1412",2014,14.844387,0.225711,"Transit",769
"1413",2016,12.39358604,0.269,"Transit",1288
"1414",2014,67.844469,0.273887,"Transit",769
"1415",2016,124.4198398,0.467,"Transit",1288
"1417",2014,3.940997,0.138282,"Transit",769
"1418",2013,2.70339,1.358,"Transit",57
"1419",2013,85.3128662,0.508958,"Transit",57
"1420",2016,9.878482,0.23,"Transit",1288
"1422",2016,4.59725385,0.172,"Transit",1288
"1423",2014,5.349555,0.202516,"Transit",769
"1424",2016,0.65355357,0.515,"Transit",1288
"1425",2016,28.51120525,0.302,"Transit",1288
"1427",2011,31.9996,0.373377,"Transit",122
"1428",2014,12.51616,0.159693,"Transit",769
"1429",2016,42.5215895,0.255,"Transit",1288
"1430",2014,4.463129,1.284,"Transit",769
"1432",2016,7.56052806,0.224,"Transit",1288
"1433",2016,90.4113556,0.304,"Transit",1288
"1434",2014,19.305772,0.25426,"Transit",769
"1435",2016,5.54608367,0.871,"Transit",1288
"1436",2014,42.8961,0.181997,"Transit",769
"1437",2016,14.48585199,0.204,"Transit",1288
"1438",2014,9.176092,0.151664,"Transit",769
"1439",2014,50.790412,1.00812,"Transit",769
"1441",2016,5.24972541,0.059,"Transit",1288
"1442",2013,242.4613,0.15242,"Transit",57
"1443",2016,4.88083852,0.12,"Transit",1288
"1444",2016,4.35409304,0.128,"Transit",1288
"1445",2014,63.335879,0.159693,"Transit",769
"1447",2016,15.77979614,0.204,"Transit",1288
"1448",2016,5.75322197,0.256,"Transit",1288
"1449",2016,364.758031,0.28,"Transit",1288
"1450",2016,21.80451088,0.291,"Transit",1288
"1451",2016,9.06689421,0.145,"Transit",1288
